Ticker,company,minusfiftyper,minustwentyfiveper,minusfifteenper,minustenper,minuseightper,minussixper,minusfourper,minustwoper,twoper,fourper,sixper,eightper,tenper,fifteenper,twentyfiveper,fiftyper,ticker_company
MCHP,"MICROCHIP TECHNOLOGY INC",0.00000001,0.0000001,0.02,0.03,0.04,0.06,0.1,0.19,0.41,0.18,0.06,0.03,0.01,0.00001,0.000001,0.000001,"MCHP,MICROCHIP TECHNOLOGY INC"
MCK,"MCKESSON CORP",0.00000001,0.0000001,0.02,0.03,0.07,0.13,0.2,0.29,0.3,0.14,0.05,0.02,0.01,0.00001,0.000001,0.000001,"MCK,MCKESSON CORP"
MCO,"MOODY'S CORP",0.00000001,0.0000001,0.000001,0.02,0.02,0.03,0.07,0.21,0.34,0.13,0.06,0.001,0.0001,0.00001,0.000001,0.000001,"MCO,MOODY'S CORP"
MDLZ,"MONDELEZ INTERNATIONAL INC",0.00000001,0.0000001,0.01,0.02,0.02,0.02,0.05,0.17,0.17,0.07,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"MDLZ,MONDELEZ INTERNATIONAL INC"
MDT,"MEDTRONIC PLC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.02,0.07,0.17,0.27,0.03,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"MDT,MEDTRONIC PLC"
MET,"METLIFE INC",0.00000001,0.0000001,0.03,0.04,0.05,0.07,0.11,0.28,0.31,0.14,0.05,0.02,0.01,0.00001,0.000001,0.000001,"MET,METLIFE INC"
MGM,"MGM RESORTS INTERNATIONAL",0.00000001,0.0000001,0.01,0.04,0.06,0.12,0.17,0.29,0.45,0.21,0.1,0.06,0.0001,0.00001,0.000001,0.000001,"MGM,MGM RESORTS INTERNATIONAL"
MHK,"MOHAWK INDUSTRIES INC",0.00000001,0.0000001,0.01,0.02,0.05,0.07,0.12,0.21,0.27,0.08,0.02,0.01,0.01,0.00001,0.000001,0.000001,"MHK,MOHAWK INDUSTRIES INC"
MKC,"MCCORMICK & CO INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.01,0.07,0.21,0.24,0.07,0.02,0.02,0.01,0.00001,0.000001,0.000001,"MKC,MCCORMICK & CO INC"
MLM,"MARTIN MARIETTA MATERIALS",0.00000001,0.0000001,0.000001,0.01,0.05,0.08,0.15,0.3,0.36,0.2,0.09,0.04,0.02,0.00001,0.000001,0.000001,"MLM,MARTIN MARIETTA MATERIALS"
MMC,"MARSH & MCLENNAN COS",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.01,0.02,0.12,0.21,0.03,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"MMC,MARSH & MCLENNAN COS"
MMM,"3M CO",0.00000001,0.0000001,0.000001,0.01,0.03,0.04,0.07,0.14,0.24,0.06,0.03,0.01,0.0001,0.00001,0.000001,0.000001,"MMM,3M CO"
MNST,"MONSTER BEVERAGE CORP",0.01,0.01,0.01,0.03,0.04,0.04,0.11,0.27,0.27,0.15,0.09,0.02,0.02,0,0,0,"MNST,MONSTER BEVERAGE CORP"
MO,"ALTRIA GROUP INC",0.00000001,0.0000001,0.000001,0.01,0.02,0.04,0.07,0.21,0.21,0.04,0.03,0.01,0.0001,0.00001,0.000001,0.000001,"MO,ALTRIA GROUP INC"
MOS,"MOSAIC CO",0.00000001,0.0000001,0.01,0.06,0.08,0.15,0.21,0.32,0.32,0.21,0.11,0.07,0.02,0.00001,0.000001,0.000001,"MOS,MOSAIC CO"
MPC,"MARATHON PETROLEUM CORP",0.00000001,0.01,0.01,0.05,0.07,0.1,0.12,0.23,0.39,0.19,0.09,0.05,0.02,0.00001,0.000001,0.000001,"MPC,MARATHON PETROLEUM CORP"
MRK,"MERCK & CO",0.00000001,0.0000001,0.000001,0.02,0.02,0.02,0.04,0.16,0.24,0.05,0.03,0.001,0.0001,0.00001,0.000001,0.000001,"MRK,MERCK & CO"
MRO,"MARATHON OIL CORP",0.00000001,0.03,0.07,0.1,0.16,0.2,0.23,0.35,0.38,0.27,0.16,0.12,0.1,0.06,0.000001,0.000001,"MRO,MARATHON OIL CORP"
MS,"MORGAN STANLEY",0.00000001,0.0000001,0.000001,0.03,0.03,0.06,0.16,0.26,0.37,0.17,0.05,0.04,0.02,0.00001,0.000001,0.000001,"MS,MORGAN STANLEY"
MSCI,"MSCI INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.01,0.07,0.17,0.4,0.14,0.04,0.02,0.01,0.00001,0.000001,0.000001,"MSCI,MSCI INC"
MSFT,"MICROSOFT CORP",0.00000001,0.0000001,0.000001,0.02,0.03,0.03,0.04,0.13,0.35,0.13,0.03,0.01,0.01,0.00001,0.000001,0.000001,"MSFT,MICROSOFT CORP"
MSI,"MOTOROLA SOLUTIONS INC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.04,0.07,0.17,0.35,0.09,0.03,0.01,0.0001,0.00001,0.000001,0.000001,"MSI,MOTOROLA SOLUTIONS INC"
MTB,"M & T BANK CORP",0.00000001,0.0000001,0.000001,0.01,0.01,0.03,0.08,0.19,0.29,0.11,0.06,0.03,0.0001,0.00001,0.000001,0.000001,"MTB,M & T BANK CORP"
MTD,"METTLER-TOLEDO INTL INC",0.00000001,0.0000001,0.000001,0.01,0.01,0.03,0.06,0.18,0.38,0.12,0.05,0.01,0.0001,0.00001,0.000001,0.000001,"MTD,METTLER-TOLEDO INTL INC"
MU,"MICRON TECHNOLOGY INC",0.00000001,0.01,0.03,0.08,0.09,0.15,0.2,0.26,0.45,0.36,0.22,0.13,0.07,0.01,0.000001,0.000001,"MU,MICRON TECHNOLOGY INC"
MYL,"MYLAN NV",0.00000001,0.0000001,0.01,0.07,0.07,0.12,0.2,0.32,0.34,0.2,0.08,0.04,0.02,0.01,0.000001,0.000001,"MYL,MYLAN NV"
NBL,"NOBLE ENERGY INC",0.00000001,0.0000001,0.03,0.08,0.1,0.15,0.21,0.37,0.38,0.22,0.15,0.05,0.04,0.01,0.000001,0.000001,"NBL,NOBLE ENERGY INC"
NCLH,"NORWEGIAN CRUISE LINE HLDGS",0.00000001,0.0000001,0.02,0.07,0.09,0.13,0.23,0.36,0.37,0.2,0.11,0.05,0.03,0.01,0.000001,0.000001,"NCLH,NORWEGIAN CRUISE LINE HLDGS"
NDAQ,"NASDAQ INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.01,0.04,0.16,0.26,0.11,0.03,0.01,0.0001,0.00001,0.000001,0.000001,"NDAQ,NASDAQ INC"
NEE,"NEXTERA ENERGY INC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.01,0.04,0.09,0.22,0.04,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"NEE,NEXTERA ENERGY INC"
NEM,"NEWMONT MINING CORP",0.00000001,0.0000001,0.01,0.02,0.09,0.13,0.19,0.31,0.38,0.2,0.14,0.09,0.06,0.02,0.000001,0.000001,"NEM,NEWMONT MINING CORP"
NFLX,"NETFLIX INC",0.00000001,0.0000001,0.01,0.02,0.04,0.13,0.18,0.29,0.41,0.24,0.2,0.11,0.07,0.02,0.000001,0.000001,"NFLX,NETFLIX INC"
NFX,"NEWFIELD EXPLORATION CO",0.00000001,0.0000001,0.04,0.1,0.14,0.19,0.28,0.36,0.32,0.24,0.15,0.08,0.05,0.03,0.000001,0.000001,"NFX,NEWFIELD EXPLORATION CO"
NI,"NISOURCE INC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.02,0.07,0.15,0.21,0.06,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"NI,NISOURCE INC"
NKE,"NIKE INC",0.01,0.01,0.01,0.02,0.03,0.08,0.12,0.25,0.27,0.14,0.08,0.04,0,0,0,0,"NKE,NIKE INC"
NKTR,"NEKTAR THERAPEUTICS",0.00000001,0.02,0.07,0.1,0.15,0.22,0.26,0.34,0.45,0.38,0.28,0.24,0.16,0.05,0.02,0.000001,"NKTR,NEKTAR THERAPEUTICS"
NLSN,"NIELSEN HOLDINGS PLC",0.00000001,0.01,0.02,0.04,0.04,0.06,0.11,0.34,0.24,0.08,0.05,0.01,0.0001,0.00001,0.000001,0.000001,"NLSN,NIELSEN HOLDINGS PLC"
NOC,"NORTHROP GRUMMAN CORP",0.00000001,0.0000001,0.000001,0.01,0.01,0.03,0.05,0.13,0.24,0.06,0.03,0.01,0.0001,0.00001,0.000001,0.000001,"NOC,NORTHROP GRUMMAN CORP"
NOV,"NATIONAL OILWELL VARCO INC",0.00000001,0.0000001,0.01,0.06,0.09,0.15,0.23,0.37,0.36,0.25,0.15,0.08,0.02,0.01,0.000001,0.000001,"NOV,NATIONAL OILWELL VARCO INC"
NRG,"NRG ENERGY INC",0.00000001,0.0000001,0.03,0.08,0.1,0.13,0.22,0.32,0.42,0.26,0.16,0.09,0.07,0.02,0.01,0.000001,"NRG,NRG ENERGY INC"
NSC,"NORFOLK SOUTHERN CORP",0.00000001,0.0000001,0.000001,0.01,0.03,0.05,0.09,0.24,0.33,0.21,0.09,0.06,0.0001,0.00001,0.000001,0.000001,"NSC,NORFOLK SOUTHERN CORP"
NTAP,"NETAPP INC",0.00000001,0.0000001,0.01,0.01,0.05,0.07,0.12,0.24,0.32,0.23,0.12,0.07,0.04,0.02,0.000001,0.000001,"NTAP,NETAPP INC"
NTRS,"NORTHERN TRUST CORP",0.00000001,0.0000001,0.000001,0.02,0.02,0.07,0.09,0.2,0.33,0.14,0.04,0.03,0.01,0.00001,0.000001,0.000001,"NTRS,NORTHERN TRUST CORP"
NTRSP,"NORTHERN TRUST CORP",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.01,0.01,0.08,0.04,0.01,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"NTRSP,NORTHERN TRUST CORP"
NUE,"NUCOR CORP",0.00000001,0.0000001,0.000001,0.02,0.04,0.06,0.22,0.33,0.36,0.23,0.12,0.07,0.03,0.00001,0.000001,0.000001,"NUE,NUCOR CORP"
NVDA,"NVIDIA CORP",0.00000001,0.0000001,0.000001,0.05,0.05,0.1,0.13,0.19,0.45,0.34,0.25,0.15,0.08,0.04,0.000001,0.000001,"NVDA,NVIDIA CORP"
NWL,"NEWELL BRANDS INC",0.00000001,0.01,0.02,0.05,0.07,0.1,0.19,0.35,0.3,0.17,0.09,0.03,0.01,0.00001,0.000001,0.000001,"NWL,NEWELL BRANDS INC"
NWS,"NEWS CORP",0.00000001,0.0000001,0.01,0.02,0.03,0.07,0.14,0.23,0.29,0.1,0.04,0.01,0.0001,0.00001,0.000001,0.000001,"NWS,NEWS CORP"
NWSA,"NEWS CORP",0.00000001,0.0000001,0.01,0.02,0.03,0.06,0.13,0.23,0.33,0.09,0.03,0.01,0.01,0.00001,0.000001,0.000001,"NWSA,NEWS CORP"
O,"REALTY INCOME CORP",0.00000001,0.0000001,0.000001,0.01,0.03,0.09,0.12,0.24,0.3,0.1,0.06,0.001,0.0001,0.00001,0.000001,0.000001,"O,REALTY INCOME CORP"
OKE,"ONEOK INC",0.00000001,0.01,0.03,0.05,0.06,0.09,0.17,0.25,0.37,0.18,0.16,0.07,0.05,0.02,0.000001,0.000001,"OKE,ONEOK INC"
OMC,"OMNICOM GROUP",0.00000001,0.0000001,0.000001,0.01,0.02,0.04,0.06,0.26,0.25,0.1,0.03,0.001,0.0001,0.00001,0.000001,0.000001,"OMC,OMNICOM GROUP"
ORCL,"ORACLE CORP",0.00000001,0.0000001,0.000001,0.01,0.01,0.06,0.07,0.21,0.27,0.1,0.05,0.02,0.01,0.00001,0.000001,0.000001,"ORCL,ORACLE CORP"
ORLY,"O'REILLY AUTOMOTIVE INC",0.00000001,0.01,0.01,0.03,0.06,0.1,0.14,0.26,0.32,0.13,0.07,0.04,0.02,0.00001,0.000001,0.000001,"ORLY,O'REILLY AUTOMOTIVE INC"
OXY,"OCCIDENTAL PETROLEUM CORP",0.00000001,0.0000001,0.000001,0.01,0.04,0.05,0.1,0.27,0.24,0.12,0.07,0.01,0.01,0.00001,0.000001,0.000001,"OXY,OCCIDENTAL PETROLEUM CORP"
PAYX,"PAYCHEX INC",0.00000001,0.0000001,0.000001,0.01,0.01,0.05,0.08,0.17,0.27,0.08,0.02,0.02,0.0001,0.00001,0.000001,0.000001,"PAYX,PAYCHEX INC"
PBCT,"PEOPLE'S UNITED FINL INC",0.00000001,0.0000001,0.000001,0.01,0.01,0.03,0.06,0.21,0.25,0.09,0.03,0.001,0.0001,0.00001,0.000001,0.000001,"PBCT,PEOPLE'S UNITED FINL INC"
PCAR,"PACCAR INC",0.00000001,0.0000001,0.01,0.01,0.04,0.1,0.13,0.25,0.34,0.15,0.06,0.01,0.0001,0.00001,0.000001,0.000001,"PCAR,PACCAR INC"
PCG,"PG&E CORP",0.00000001,0.0000001,0.02,0.02,0.04,0.05,0.1,0.21,0.22,0.07,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"PCG,PG&E CORP"
PEG,"PUBLIC SERVICE ENTRP GRP INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.03,0.07,0.24,0.23,0.08,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"PEG,PUBLIC SERVICE ENTRP GRP INC"
PEP,"PEPSICO INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.01,0.06,0.13,0.17,0.06,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"PEP,PEPSICO INC"
PFE,"PFIZER INC",0.00000001,0.0000001,0.000001,0.01,0.01,0.02,0.08,0.15,0.17,0.09,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"PFE,PFIZER INC"
PFG,"PRINCIPAL FINANCIAL GRP INC",0.00000001,0.0000001,0.01,0.03,0.03,0.07,0.15,0.22,0.29,0.15,0.03,0.01,0.0001,0.00001,0.000001,0.000001,"PFG,PRINCIPAL FINANCIAL GRP INC"
PG,"PROCTER & GAMBLE CO",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.02,0.06,0.13,0.16,0.01,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"PG,PROCTER & GAMBLE CO"
PGR,"PROGRESSIVE CORP-OHIO",0.00000001,0.0000001,0.000001,0.00001,0.01,0.03,0.06,0.19,0.33,0.1,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"PGR,PROGRESSIVE CORP-OHIO"
PH,"PARKER-HANNIFIN CORP",0.00000001,0.0000001,0.000001,0.02,0.04,0.06,0.11,0.22,0.35,0.16,0.05,0.03,0.01,0.00001,0.000001,0.000001,"PH,PARKER-HANNIFIN CORP"
PHM,"PULTEGROUP INC",0.00000001,0.0000001,0.000001,0.03,0.04,0.06,0.14,0.27,0.37,0.15,0.08,0.03,0.0001,0.00001,0.000001,0.000001,"PHM,PULTEGROUP INC"
PKG,"PACKAGING CORP OF AMERICA",0.00000001,0.0000001,0.000001,0.02,0.03,0.05,0.12,0.25,0.33,0.16,0.08,0.01,0.01,0.00001,0.000001,0.000001,"PKG,PACKAGING CORP OF AMERICA"
PKI,"PERKINELMER INC",0.00000001,0.0000001,0.000001,0.02,0.03,0.05,0.09,0.18,0.37,0.13,0.02,0.02,0.0001,0.00001,0.000001,0.000001,"PKI,PERKINELMER INC"
PLD,"PROLOGIS INC",0.00000001,0.0000001,0.000001,0.00001,0.02,0.04,0.08,0.24,0.36,0.14,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"PLD,PROLOGIS INC"
PM,"PHILIP MORRIS INTERNATIONAL",0.00000001,0.0000001,0.01,0.02,0.04,0.04,0.09,0.23,0.23,0.1,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"PM,PHILIP MORRIS INTERNATIONAL"
PNC,"PNC FINANCIAL SVCS GROUP INC",0.00000001,0.0000001,0.000001,0.01,0.01,0.01,0.1,0.22,0.32,0.1,0.05,0.01,0.01,0.00001,0.000001,0.000001,"PNC,PNC FINANCIAL SVCS GROUP INC"
PNR,"PENTAIR PLC",0.01,0.01,0.01,0.02,0.04,0.09,0.19,0.29,0.31,0.15,0.05,0.03,0,0,0,0,"PNR,PENTAIR PLC"
PNW,"PINNACLE WEST CAPITAL CORP",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.02,0.07,0.15,0.27,0.07,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"PNW,PINNACLE WEST CAPITAL CORP"
PPG,"PPG INDUSTRIES INC",0.00000001,0.0000001,0.000001,0.01,0.01,0.03,0.1,0.25,0.28,0.08,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"PPG,PPG INDUSTRIES INC"
PPL,"PPL CORP",0.00000001,0.0000001,0.000001,0.01,0.03,0.05,0.13,0.25,0.23,0.05,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"PPL,PPL CORP"
PRGO,"PERRIGO CO PLC",0.00000001,0.01,0.01,0.04,0.06,0.13,0.23,0.36,0.31,0.15,0.03,0.02,0.02,0.00001,0.000001,0.000001,"PRGO,PERRIGO CO PLC"
PRU,"PRUDENTIAL FINANCIAL INC",0.00000001,0.0000001,0.000001,0.03,0.05,0.06,0.13,0.19,0.31,0.14,0.03,0.02,0.0001,0.00001,0.000001,0.000001,"PRU,PRUDENTIAL FINANCIAL INC"
PSA,"PUBLIC STORAGE",0.00000001,0.0000001,0.000001,0.00001,0.02,0.06,0.11,0.25,0.27,0.13,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"PSA,PUBLIC STORAGE"
PSX,"PHILLIPS 66",0.00000001,0.0000001,0.000001,0.01,0.02,0.04,0.09,0.23,0.29,0.13,0.03,0.02,0.0001,0.00001,0.000001,0.000001,"PSX,PHILLIPS 66"
PVH,"PVH CORP",0.00000001,0.0000001,0.02,0.04,0.05,0.09,0.16,0.26,0.37,0.2,0.13,0.06,0.0001,0.00001,0.000001,0.000001,"PVH,PVH CORP"
PWR,"QUANTA SERVICES INC",0.00000001,0.0000001,0.000001,0.03,0.04,0.08,0.12,0.27,0.35,0.19,0.1,0.06,0.02,0.00001,0.000001,0.000001,"PWR,QUANTA SERVICES INC"
PX,"PRAXAIR INC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.04,0.06,0.15,0.29,0.08,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"PX,PRAXAIR INC"
PXD,"PIONEER NATURAL RESOURCES CO",0.00000001,0.0000001,0.01,0.02,0.03,0.1,0.16,0.3,0.33,0.16,0.12,0.08,0.02,0.00001,0.000001,0.000001,"PXD,PIONEER NATURAL RESOURCES CO"
PYPL,"PAYPAL HOLDINGS INC",0.00000001,0.0000001,0.000001,0.03,0.03,0.1,0.12,0.2,0.41,0.24,0.09,0.04,0.01,0.00001,0.000001,0.000001,"PYPL,PAYPAL HOLDINGS INC"
QCOM,"QUALCOMM INC",0.00000001,0.0000001,0.01,0.03,0.05,0.08,0.12,0.26,0.28,0.13,0.08,0.03,0.03,0.00001,0.000001,0.000001,"QCOM,QUALCOMM INC"
QRVO,"QORVO INC",0.00000001,0.0000001,0.03,0.07,0.09,0.13,0.19,0.27,0.37,0.22,0.14,0.09,0.06,0.03,0.000001,0.000001,"QRVO,QORVO INC"
RCL,"ROYAL CARIBBEAN CRUISES LTD",0.00000001,0.0000001,0.01,0.04,0.07,0.08,0.15,0.28,0.29,0.17,0.11,0.07,0.04,0.00001,0.000001,0.000001,"RCL,ROYAL CARIBBEAN CRUISES LTD"
RE,"EVEREST RE GROUP LTD",0.00000001,0.0000001,0.01,0.01,0.01,0.03,0.07,0.18,0.26,0.1,0.04,0.01,0.0001,0.00001,0.000001,0.000001,"RE,EVEREST RE GROUP LTD"
REG,"REGENCY CENTERS CORP",0.00000001,0.0000001,0.000001,0.01,0.03,0.04,0.11,0.25,0.24,0.09,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"REG,REGENCY CENTERS CORP"
REGN,"REGENERON PHARMACEUTICALS",0.00000001,0.0000001,0.000001,0.03,0.08,0.17,0.23,0.37,0.32,0.19,0.14,0.07,0.01,0.00001,0.000001,0.000001,"REGN,REGENERON PHARMACEUTICALS"
RF,"REGIONS FINANCIAL CORP",0.00000001,0.0000001,0.000001,0.02,0.05,0.07,0.12,0.23,0.39,0.15,0.09,0.03,0.02,0.01,0.000001,0.000001,"RF,REGIONS FINANCIAL CORP"
RHI,"ROBERT HALF INTL INC",0.00000001,0.0000001,0.01,0.03,0.06,0.1,0.14,0.26,0.41,0.17,0.08,0.03,0.01,0.00001,0.000001,0.000001,"RHI,ROBERT HALF INTL INC"
RHT,"RED HAT INC",0.00000001,0.01,0.01,0.04,0.05,0.06,0.09,0.18,0.44,0.21,0.06,0.01,0.0001,0.00001,0.000001,0.000001,"RHT,RED HAT INC"
RJF,"RAYMOND JAMES FINANCIAL CORP",0.00000001,0.0000001,0.01,0.01,0.02,0.08,0.12,0.27,0.36,0.16,0.09,0.02,0.01,0.00001,0.000001,0.000001,"RJF,RAYMOND JAMES FINANCIAL CORP"
RL,"RALPH LAUREN CORP",0.00000001,0.01,0.04,0.07,0.09,0.1,0.19,0.29,0.34,0.24,0.09,0.06,0.05,0.03,0.000001,0.000001,"RL,RALPH LAUREN CORP"
RMD,"RESMED INC",0.00000001,0.0000001,0.000001,0.01,0.02,0.05,0.11,0.18,0.34,0.11,0.03,0.01,0.01,0.00001,0.000001,0.000001,"RMD,RESMED INC"
ROK,"ROCKWELL AUTOMATION",0.00000001,0.0000001,0.000001,0.01,0.01,0.03,0.1,0.23,0.34,0.18,0.08,0.001,0.0001,0.00001,0.000001,0.000001,"ROK,ROCKWELL AUTOMATION"
ROP,"ROPER TECHNOLOGIES INC",0.00000001,0.0000001,0.000001,0.00001,0.02,0.02,0.09,0.16,0.3,0.11,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"ROP,ROPER TECHNOLOGIES INC"
ROST,"ROSS STORES INC",0.00000001,0.0000001,0.000001,0.00001,0.02,0.03,0.11,0.19,0.25,0.1,0.08,0.04,0.01,0.00001,0.000001,0.000001,"ROST,ROSS STORES INC"
RRC,"RANGE RESOURCES CORP",0.00000001,0.01,0.08,0.13,0.17,0.24,0.33,0.47,0.34,0.24,0.18,0.08,0.06,0.03,0.01,0.000001,"RRC,RANGE RESOURCES CORP"
RSG,"REPUBLIC SERVICES INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.01,0.02,0.12,0.2,0.07,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"RSG,REPUBLIC SERVICES INC"
RTN,"RAYTHEON CO",0.00000001,0.0000001,0.000001,0.01,0.01,0.01,0.04,0.13,0.23,0.1,0.04,0.001,0.0001,0.00001,0.000001,0.000001,"RTN,RAYTHEON CO"
SBAC,"SBA COMMUNICATIONS CORP",0.00000001,0.0000001,0.01,0.02,0.04,0.08,0.13,0.19,0.31,0.17,0.05,0.02,0.02,0.00001,0.000001,0.000001,"SBAC,SBA COMMUNICATIONS CORP"
