Ticker,company,minusfiftyper,minustwentyfiveper,minusfifteenper,minustenper,minuseightper,minussixper,minusfourper,minustwoper,twoper,fourper,sixper,eightper,tenper,fifteenper,twentyfiveper,fiftyper,ticker_company
SBUX,"STARBUCKS CORP",0.00000001,0.0000001,0.000001,0.02,0.03,0.06,0.13,0.23,0.27,0.04,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"SBUX,STARBUCKS CORP"
SCG,"SCANA CORP",0.00000001,0.0000001,0.01,0.03,0.04,0.07,0.14,0.27,0.25,0.07,0.02,0.01,0.01,0.00001,0.000001,0.000001,"SCG,SCANA CORP"
SCHW,"SCHWAB (CHARLES) CORP",0.00000001,0.0000001,0.01,0.03,0.04,0.08,0.14,0.25,0.37,0.25,0.11,0.03,0.01,0.00001,0.000001,0.000001,"SCHW,SCHWAB (CHARLES) CORP"
SEE,"SEALED AIR CORP",0.00000001,0.0000001,0.000001,0.00001,0.03,0.05,0.11,0.24,0.25,0.04,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"SEE,SEALED AIR CORP"
SHW,"SHERWIN-WILLIAMS CO",0.00000001,0.0000001,0.000001,0.00001,0.02,0.03,0.08,0.21,0.32,0.11,0.04,0.02,0.0001,0.00001,0.000001,0.000001,"SHW,SHERWIN-WILLIAMS CO"
SIVB,"SVB FINANCIAL GROUP",0.00000001,0.0000001,0.01,0.06,0.07,0.12,0.18,0.26,0.43,0.25,0.16,0.11,0.04,0.02,0.000001,0.000001,"SIVB,SVB FINANCIAL GROUP"
SJM,"SMUCKER (JM) CO",0.00000001,0.0000001,0.01,0.01,0.03,0.04,0.09,0.22,0.21,0.1,0.04,0.02,0.0001,0.00001,0.000001,0.000001,"SJM,SMUCKER (JM) CO"
SLB,"SCHLUMBERGER LTD",0.00000001,0.0000001,0.000001,0.00001,0.05,0.08,0.16,0.3,0.25,0.12,0.06,0.04,0.01,0.01,0.000001,0.000001,"SLB,SCHLUMBERGER LTD"
SLG,"SL GREEN REALTY CORP",0.00000001,0.0000001,0.01,0.01,0.04,0.08,0.15,0.24,0.25,0.08,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"SLG,SL GREEN REALTY CORP"
SNA,"SNAP-ON INC",0.00000001,0.0000001,0.01,0.01,0.02,0.05,0.07,0.21,0.28,0.11,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"SNA,SNAP-ON INC"
SNPS,"SYNOPSYS INC",0.00000001,0.0000001,0.000001,0.00001,0.02,0.04,0.09,0.17,0.29,0.13,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"SNPS,SYNOPSYS INC"
SO,"SOUTHERN CO",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.02,0.06,0.2,0.2,0.03,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"SO,SOUTHERN CO"
SPG,"SIMON PROPERTY GROUP INC",0.00000001,0.0000001,0.000001,0.01,0.04,0.04,0.15,0.24,0.27,0.05,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"SPG,SIMON PROPERTY GROUP INC"
SPGI,"S&P GLOBAL INC",0.00000001,0.0000001,0.000001,0.01,0.01,0.02,0.05,0.16,0.37,0.13,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"SPGI,S&P GLOBAL INC"
SRCL,"STERICYCLE INC",0.00000001,0.01,0.04,0.05,0.07,0.1,0.15,0.3,0.26,0.12,0.05,0.02,0.01,0.00001,0.000001,0.000001,"SRCL,STERICYCLE INC"
SRCLP,"STERICYCLE INC",0.00000001,0.0000001,0.02,0.04,0.05,0.1,0.15,0.29,0.24,0.1,0.02,0.01,0.0001,0.00001,0.000001,0.000001,"SRCLP,STERICYCLE INC"
SRE,"SEMPRA ENERGY",0.00000001,0.0000001,0.000001,0.00001,0.02,0.03,0.08,0.2,0.22,0.06,0.01,0.01,0.01,0.00001,0.000001,0.000001,"SRE,SEMPRA ENERGY"
STI,"SUNTRUST BANKS INC",0.00000001,0.0000001,0.000001,0.02,0.02,0.05,0.08,0.23,0.34,0.16,0.05,0.03,0.01,0.00001,0.000001,0.000001,"STI,SUNTRUST BANKS INC"
STT,"STATE STREET CORP",0.00000001,0.0000001,0.01,0.02,0.03,0.07,0.13,0.28,0.33,0.14,0.05,0.02,0.01,0.00001,0.000001,0.000001,"STT,STATE STREET CORP"
STX,"SEAGATE TECHNOLOGY PLC",0.00000001,0.01,0.04,0.09,0.09,0.12,0.17,0.26,0.4,0.23,0.15,0.09,0.05,0.02,0.000001,0.000001,"STX,SEAGATE TECHNOLOGY PLC"
STZ,"CONSTELLATION BRANDS",0.00000001,0.0000001,0.000001,0.01,0.02,0.02,0.07,0.13,0.28,0.11,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"STZ,CONSTELLATION BRANDS"
SWK,"STANLEY BLACK & DECKER INC",0.00000001,0.0000001,0.000001,0.01,0.02,0.02,0.08,0.18,0.22,0.09,0.02,0.01,0.0001,0.00001,0.000001,0.000001,"SWK,STANLEY BLACK & DECKER INC"
SWKS,"SKYWORKS SOLUTIONS INC",0.01,0.01,0.03,0.06,0.1,0.14,0.23,0.32,0.36,0.26,0.12,0.08,0.03,0,0,0,"SWKS,SKYWORKS SOLUTIONS INC"
SYF,"SYNCHRONY FINANCIAL",0.00000001,0.0000001,0.02,0.05,0.05,0.1,0.19,0.27,0.31,0.15,0.09,0.04,0.03,0.00001,0.000001,0.000001,"SYF,SYNCHRONY FINANCIAL"
SYK,"STRYKER CORP",0.00000001,0.0000001,0.000001,0.00001,0.02,0.03,0.09,0.15,0.33,0.08,0.02,0.02,0.0001,0.00001,0.000001,0.000001,"SYK,STRYKER CORP"
SYMC,"SYMANTEC CORP",0.00000001,0.01,0.01,0.03,0.08,0.08,0.2,0.28,0.36,0.16,0.08,0.02,0.01,0.01,0.000001,0.000001,"SYMC,SYMANTEC CORP"
SYY,"SYSCO CORP",0.00000001,0.0000001,0.000001,0.00001,0.02,0.03,0.05,0.07,0.16,0.05,0.04,0.02,0.01,0.00001,0.000001,0.000001,"SYY,SYSCO CORP"
T,"AT&T INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.05,0.11,0.26,0.2,0.06,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"T,AT&T INC"
TAP,"MOLSON COORS BREWING CO",0.00000001,0.0000001,0.01,0.01,0.04,0.08,0.11,0.27,0.23,0.12,0.04,0.001,0.0001,0.00001,0.000001,0.000001,"TAP,MOLSON COORS BREWING CO"
TDG,"TRANSDIGM GROUP INC",0.00000001,0.0000001,0.01,0.02,0.04,0.06,0.11,0.18,0.39,0.15,0.07,0.03,0.01,0.00001,0.000001,0.000001,"TDG,TRANSDIGM GROUP INC"
TEL,"TE CONNECTIVITY LTD",0.00000001,0.0000001,0.000001,0.02,0.04,0.05,0.08,0.21,0.31,0.13,0.03,0.01,0.0001,0.00001,0.000001,0.000001,"TEL,TE CONNECTIVITY LTD"
TGT,"TARGET CORP",0.00000001,0.0000001,0.01,0.02,0.03,0.06,0.17,0.31,0.33,0.13,0.08,0.04,0.03,0.00001,0.000001,0.000001,"TGT,TARGET CORP"
TIF,"TIFFANY & CO",0.00000001,0.0000001,0.000001,0.04,0.04,0.06,0.13,0.24,0.3,0.19,0.08,0.03,0.01,0.01,0.000001,0.000001,"TIF,TIFFANY & CO"
TJX,"TJX COMPANIES INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.04,0.06,0.16,0.26,0.09,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"TJX,TJX COMPANIES INC"
TMK,"TORCHMARK CORP",0.00000001,0.0000001,0.000001,0.01,0.01,0.03,0.05,0.12,0.24,0.08,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"TMK,TORCHMARK CORP"
TMO,"THERMO FISHER SCIENTIFIC INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.03,0.08,0.17,0.31,0.14,0.03,0.01,0.0001,0.00001,0.000001,0.000001,"TMO,THERMO FISHER SCIENTIFIC INC"
TPR,"TAPESTRY INC",0.00000001,0.0000001,0.02,0.03,0.05,0.07,0.1,0.17,0.29,0.11,0.04,0.04,0.02,0.01,0.000001,0.000001,"TPR,TAPESTRY INC"
TRIP,"TRIPADVISOR INC",0.00000001,0.02,0.03,0.09,0.13,0.15,0.24,0.34,0.33,0.26,0.16,0.07,0.04,0.01,0.000001,0.000001,"TRIP,TRIPADVISOR INC"
TROW,"PRICE (T. ROWE) GROUP",0.00000001,0.0000001,0.000001,0.02,0.02,0.04,0.1,0.26,0.35,0.12,0.04,0.02,0.01,0.00001,0.000001,0.000001,"TROW,PRICE (T. ROWE) GROUP"
TRV,"TRAVELERS COS INC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.03,0.08,0.14,0.23,0.05,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"TRV,TRAVELERS COS INC"
TSCO,"TRACTOR SUPPLY CO",0.00000001,0.0000001,0.02,0.02,0.05,0.08,0.15,0.31,0.32,0.13,0.07,0.05,0.01,0.00001,0.000001,0.000001,"TSCO,TRACTOR SUPPLY CO"
TSN,"TYSON FOODS INC  -CL A",0.00000001,0.0000001,0.01,0.03,0.03,0.05,0.09,0.24,0.29,0.13,0.06,0.02,0.02,0.00001,0.000001,0.000001,"TSN,TYSON FOODS INC  -CL A"
TSS,"TOTAL SYSTEM SERVICES INC",0.00000001,0.0000001,0.000001,0.02,0.03,0.06,0.13,0.18,0.37,0.15,0.04,0.02,0.01,0.00001,0.000001,0.000001,"TSS,TOTAL SYSTEM SERVICES INC"
TTWO,"TAKE-TWO INTERACTIVE SFTWR",0.00000001,0.0000001,0.000001,0.03,0.04,0.08,0.14,0.2,0.43,0.26,0.16,0.08,0.04,0.00001,0.000001,0.000001,"TTWO,TAKE-TWO INTERACTIVE SFTWR"
TWTR,"TWITTER INC",0.00000001,0.01,0.06,0.13,0.15,0.17,0.24,0.4,0.38,0.31,0.21,0.15,0.1,0.04,0.000001,0.000001,"TWTR,TWITTER INC"
TWX,"TIME WARNER INC",0.00000001,0.0000001,0.000001,0.01,0.03,0.04,0.07,0.14,0.2,0.07,0.03,0.03,0.0001,0.00001,0.000001,0.000001,"TWX,TIME WARNER INC"
TXN,"TEXAS INSTRUMENTS INC",0.00000001,0.0000001,0.000001,0.02,0.02,0.02,0.06,0.18,0.39,0.12,0.03,0.01,0.01,0.00001,0.000001,0.000001,"TXN,TEXAS INSTRUMENTS INC"
TXT,"TEXTRON INC",0.00000001,0.0000001,0.000001,0.02,0.02,0.05,0.12,0.23,0.33,0.1,0.07,0.05,0.01,0.00001,0.000001,0.000001,"TXT,TEXTRON INC"
UA,"UNDER ARMOUR INC",0.00000001,0.0357,0.0476,0.1071,0.1666,0.2023,0.2737,0.3808,0.3332,0.2499,0.1904,0.0714,0.0714,0.0119,0.000001,0.000001,"UA,UNDER ARMOUR INC"
UAA,"UNDER ARMOUR INC",0.01,0.03,0.06,0.1,0.13,0.19,0.32,0.41,0.36,0.2,0.11,0.08,0.06,0.03,0,0,"UAA,UNDER ARMOUR INC"
UAL,"UNITED CONTINENTAL HLDGS INC",0.00000001,0.01,0.03,0.06,0.07,0.15,0.19,0.34,0.41,0.25,0.14,0.08,0.06,0.00001,0.000001,0.000001,"UAL,UNITED CONTINENTAL HLDGS INC"
UDR,"UDR INC",0.00000001,0.0000001,0.000001,0.01,0.01,0.04,0.09,0.24,0.26,0.1,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"UDR,UDR INC"
UHID,"UNIVERSAL HEALTH SVCS INC",0.01,0.02,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.02,0,0,"UHID,UNIVERSAL HEALTH SVCS INC"
UHS,"UNIVERSAL HEALTH SVCS INC",0.00000001,0.0000001,0.000001,0.02,0.03,0.07,0.12,0.33,0.28,0.19,0.06,0.02,0.0001,0.00001,0.000001,0.000001,"UHS,UNIVERSAL HEALTH SVCS INC"
ULTA,"ULTA BEAUTY INC",0.00000001,0.0000001,0.02,0.02,0.03,0.09,0.16,0.27,0.32,0.2,0.1,0.04,0.03,0.01,0.000001,0.000001,"ULTA,ULTA BEAUTY INC"
UNH,"UNITEDHEALTH GROUP INC",0.00000001,0.0000001,0.000001,0.00001,0.02,0.02,0.04,0.13,0.26,0.1,0.03,0.001,0.0001,0.00001,0.000001,0.000001,"UNH,UNITEDHEALTH GROUP INC"
UNM,"UNUM GROUP",0.00000001,0.01,0.01,0.03,0.07,0.07,0.13,0.23,0.33,0.14,0.04,0.03,0.01,0.00001,0.000001,0.000001,"UNM,UNUM GROUP"
UNP,"UNION PACIFIC CORP",0.00000001,0.0000001,0.000001,0.01,0.02,0.03,0.09,0.25,0.35,0.17,0.04,0.01,0.0001,0.00001,0.000001,0.000001,"UNP,UNION PACIFIC CORP"
UPS,"UNITED PARCEL SERVICE INC",0.00000001,0.0000001,0.01,0.02,0.02,0.04,0.06,0.17,0.24,0.06,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"UPS,UNITED PARCEL SERVICE INC"
URI,"UNITED RENTALS INC",0.00000001,0.0000001,0.01,0.06,0.07,0.11,0.23,0.32,0.41,0.32,0.18,0.1,0.07,0.01,0.000001,0.000001,"URI,UNITED RENTALS INC"
USB,"U S BANCORP",0.00000001,0.0000001,0.000001,0.00001,0.01,0.01,0.07,0.16,0.23,0.09,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"USB,U S BANCORP"
UTX,"UNITED TECHNOLOGIES CORP",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.02,0.05,0.17,0.21,0.04,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"UTX,UNITED TECHNOLOGIES CORP"
V,"VISA INC",0.00000001,0.0000001,0.000001,0.00001,0.02,0.03,0.07,0.12,0.3,0.07,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"V,VISA INC"
VAR,"VARIAN MEDICAL SYSTEMS INC",0.00000001,0.0000001,0.000001,0.01,0.04,0.06,0.1,0.19,0.3,0.13,0.04,0.02,0.01,0.00001,0.000001,0.000001,"VAR,VARIAN MEDICAL SYSTEMS INC"
VFC,"VF CORP",0.00000001,0.0000001,0.000001,0.02,0.03,0.1,0.15,0.27,0.32,0.16,0.05,0.04,0.02,0.00001,0.000001,0.000001,"VFC,VF CORP"
VIA,"VIACOM INC",0.00000001,0.01,0.02,0.06,0.09,0.14,0.23,0.35,0.28,0.21,0.13,0.05,0.04,0.00001,0.000001,0.000001,"VIA,VIACOM INC"
VIAB,"VIACOM INC",0.00000001,0.01,0.03,0.08,0.1,0.17,0.25,0.32,0.3,0.21,0.15,0.07,0.03,0.00001,0.000001,0.000001,"VIAB,VIACOM INC"
VLO,"VALERO ENERGY CORP",0.00000001,0.0000001,0.01,0.01,0.01,0.04,0.12,0.28,0.36,0.2,0.07,0.04,0.01,0.00001,0.000001,0.000001,"VLO,VALERO ENERGY CORP"
VMC,"VULCAN MATERIALS CO",0.00000001,0.0000001,0.000001,0.02,0.04,0.06,0.14,0.28,0.32,0.19,0.07,0.03,0.01,0.00001,0.000001,0.000001,"VMC,VULCAN MATERIALS CO"
VNO,"VORNADO REALTY TRUST",0.00000001,0.0000001,0.01,0.01,0.03,0.07,0.17,0.25,0.21,0.08,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"VNO,VORNADO REALTY TRUST"
VNORP,"VORNADO REALTY TRUST",0.00000001,0.0000001,0.04,0.09,0.11,0.17,0.23,0.28,0.26,0.15,0.1,0.08,0.04,0.03,0.01,0.000001,"VNORP,VORNADO REALTY TRUST"
VRSK,"VERISK ANALYTICS INC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.03,0.07,0.16,0.24,0.07,0.02,0.01,0.0001,0.00001,0.000001,0.000001,"VRSK,VERISK ANALYTICS INC"
VRSN,"VERISIGN INC",0.00000001,0.0000001,0.000001,0.02,0.02,0.04,0.1,0.18,0.31,0.15,0.06,0.02,0.0001,0.00001,0.000001,0.000001,"VRSN,VERISIGN INC"
VRTX,"VERTEX PHARMACEUTICALS INC",0.00000001,0.0000001,0.02,0.04,0.08,0.14,0.22,0.36,0.41,0.23,0.12,0.09,0.04,0.03,0.000001,0.000001,"VRTX,VERTEX PHARMACEUTICALS INC"
VTR,"VENTAS INC",0.00000001,0.0000001,0.000001,0.01,0.04,0.11,0.15,0.28,0.3,0.16,0.08,0.01,0.0001,0.00001,0.000001,0.000001,"VTR,VENTAS INC"
VZ,"VERIZON COMMUNICATIONS INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.04,0.11,0.23,0.24,0.06,0.04,0.02,0.01,0.00001,0.000001,0.000001,"VZ,VERIZON COMMUNICATIONS INC"
WAT,"WATERS CORP",0.00000001,0.0000001,0.000001,0.02,0.03,0.05,0.09,0.19,0.3,0.12,0.03,0.001,0.0001,0.00001,0.000001,0.000001,"WAT,WATERS CORP"
WBA,"WALGREENS BOOTS ALLIANCE INC",0.00000001,0.0000001,0.000001,0.01,0.02,0.07,0.13,0.26,0.26,0.07,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"WBA,WALGREENS BOOTS ALLIANCE INC"
WDC,"WESTERN DIGITAL CORP",0.00000001,0.0000001,0.03,0.09,0.12,0.15,0.26,0.36,0.42,0.24,0.12,0.07,0.03,0.01,0.000001,0.000001,"WDC,WESTERN DIGITAL CORP"
WEC,"WEC ENERGY GROUP INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.03,0.07,0.2,0.25,0.05,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"WEC,WEC ENERGY GROUP INC"
WELL,"WELLTOWER INC",0.00000001,0.0000001,0.000001,0.01,0.03,0.07,0.16,0.27,0.29,0.14,0.03,0.01,0.01,0.00001,0.000001,0.000001,"WELL,WELLTOWER INC"
WFC,"WELLS FARGO & CO",0.00000001,0.0000001,0.000001,0.02,0.04,0.05,0.12,0.24,0.29,0.13,0.05,0.02,0.01,0.00001,0.000001,0.000001,"WFC,WELLS FARGO & CO"
WHR,"WHIRLPOOL CORP",0.00000001,0.0000001,0.01,0.03,0.1,0.13,0.2,0.3,0.29,0.16,0.06,0.04,0.01,0.00001,0.000001,0.000001,"WHR,WHIRLPOOL CORP"
WLTW,"WILLIS TOWERS WATSON PLC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.02,0.04,0.17,0.32,0.1,0.05,0.01,0.01,0.01,0.01,0.01,"WLTW,WILLIS TOWERS WATSON PLC"
WM,"WASTE MANAGEMENT INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.01,0.02,0.12,0.24,0.06,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"WM,WASTE MANAGEMENT INC"
WMB,"WILLIAMS COS INC",0.01,0.03,0.04,0.06,0.07,0.11,0.22,0.31,0.35,0.17,0.12,0.08,0.04,0.03,0,0,"WMB,WILLIAMS COS INC"
WMT,"WALMART INC",0.00000001,0.0000001,0.01,0.01,0.01,0.03,0.08,0.16,0.26,0.07,0.03,0.02,0.0001,0.00001,0.000001,0.000001,"WMT,WALMART INC"
WRK,"WESTROCK CO",0.00000001,0.0000001,0.01,0.04,0.05,0.09,0.12,0.29,0.32,0.15,0.09,0.04,0.03,0.00001,0.000001,0.000001,"WRK,WESTROCK CO"
WU,"WESTERN UNION CO",0.00000001,0.0000001,0.000001,0.01,0.02,0.05,0.11,0.24,0.27,0.06,0.03,0.01,0.01,0.00001,0.000001,0.000001,"WU,WESTERN UNION CO"
WY,"WEYERHAEUSER CO",0.00000001,0.0000001,0.000001,0.02,0.03,0.05,0.12,0.27,0.31,0.12,0.04,0.01,0.01,0.00001,0.000001,0.000001,"WY,WEYERHAEUSER CO"
WYNN,"WYNN RESORTS LTD",0.00000001,0.0000001,0.03,0.05,0.08,0.14,0.19,0.25,0.39,0.26,0.2,0.12,0.06,0.03,0.000001,0.000001,"WYNN,WYNN RESORTS LTD"
XEC,"CIMAREX ENERGY CO",0.00000001,0.0000001,0.000001,0.04,0.1,0.15,0.2,0.35,0.29,0.2,0.1,0.04,0.03,0.01,0.000001,0.000001,"XEC,CIMAREX ENERGY CO"
XEL,"XCEL ENERGY INC",0.00000001,0.0000001,0.000001,0.00001,0.0001,0.03,0.06,0.19,0.26,0.06,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"XEL,XCEL ENERGY INC"
XL,"XL GROUP LTD",0.00000001,0.0000001,0.000001,0.03,0.03,0.04,0.08,0.24,0.27,0.13,0.03,0.02,0.02,0.01,0.000001,0.000001,"XL,XL GROUP LTD"
XLNX,"XILINX INC",0.00000001,0.0000001,0.000001,0.01,0.02,0.06,0.13,0.26,0.33,0.16,0.08,0.03,0.02,0.00001,0.000001,0.000001,"XLNX,XILINX INC"
XOM,"EXXON MOBIL CORP",0.00000001,0.0000001,0.000001,0.01,0.02,0.03,0.07,0.15,0.15,0.03,0.01,0.001,0.0001,0.00001,0.000001,0.000001,"XOM,EXXON MOBIL CORP"
XRAY,"DENTSPLY SIRONA INC",0.00000001,0.0000001,0.01,0.02,0.05,0.06,0.14,0.29,0.29,0.1,0.04,0.01,0.0001,0.00001,0.000001,0.000001,"XRAY,DENTSPLY SIRONA INC"
XRX,"XEROX CORP",0.00000001,0.01,0.02,0.05,0.08,0.11,0.16,0.29,0.3,0.17,0.05,0.03,0.02,0.01,0.01,0.01,"XRX,XEROX CORP"
XYL,"XYLEM INC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.03,0.07,0.18,0.34,0.1,0.04,0.02,0.01,0.00001,0.000001,0.000001,"XYL,XYLEM INC"
YUM,"YUM BRANDS INC",0.00000001,0.01,0.01,0.01,0.03,0.04,0.07,0.18,0.25,0.11,0.02,0.001,0.0001,0.00001,0.000001,0.000001,"YUM,YUM BRANDS INC"
ZBH,"ZIMMER BIOMET HOLDINGS INC",0.00000001,0.0000001,0.01,0.02,0.03,0.05,0.1,0.21,0.32,0.1,0.03,0.03,0.01,0.00001,0.000001,0.000001,"ZBH,ZIMMER BIOMET HOLDINGS INC"
ZION,"ZIONS BANCORPORATION",0.00000001,0.0000001,0.000001,0.02,0.03,0.07,0.16,0.25,0.4,0.18,0.06,0.03,0.02,0.00001,0.000001,0.000001,"ZION,ZIONS BANCORPORATION"
ZIONW,"ZIONS BANCORPORATION",0.01,0.04,0.06,0.13,0.18,0.21,0.25,0.31,0.5,0.39,0.34,0.24,0.19,0.09,0.03,0,"ZIONW,ZIONS BANCORPORATION"
ZIONZ,"ZIONS BANCORPORATION",0.05,0.07,0.16,0.19,0.25,0.26,0.29,0.31,0.47,0.41,0.35,0.27,0.23,0.15,0.07,0.01,"ZIONZ,ZIONS BANCORPORATION"
ZTS,"ZOETIS INC",0.00000001,0.0000001,0.000001,0.00001,0.01,0.04,0.08,0.19,0.37,0.12,0.03,0.01,0.0001,0.00001,0.000001,0.000001,"ZTS,ZOETIS INC"
